svs_file,y,split,pair_id,animal_id,label,COMPOUND_NAME,dose_level,dose_truncated,DOSE,DOSE_UNIT,SACRIFICE_PERIOD,sacrifice_hours,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE_week,n_findings,n_findings_drug,n_findings_spont,max_grade,findings,topographies,grades,sp_flags,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,CAPTURE_NO,url,FILE_LOCATION,dup_grade_conflict
26553.svs,1,,E0097-G11-P0,E0097-G11-I1,abnormal,phenylbutazone,Middle,0,60,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,97,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26553.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26553.svs,0
26555.svs,0,,E0097-G11-P0,E0097-G11-I2,normal,phenylbutazone,Middle,0,60,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,97,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26555.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26555.svs,0
26557.svs,1,,E0097-G11-P1,E0097-G11-I3,abnormal,phenylbutazone,Middle,0,60,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,97,11,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26557.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26557.svs,0
26558.svs,0,,E0097-G11-P1,E0097-G11-I4,normal,phenylbutazone,Middle,0,60,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,97,11,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26558.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26558.svs,0
26562.svs,1,,E0097-G12-P0,E0097-G12-I1,abnormal,phenylbutazone,Middle,0,60,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,97,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26562.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26562.svs,0
26565.svs,0,,E0097-G12-P0,E0097-G12-I2,normal,phenylbutazone,Middle,0,60,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,97,12,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26565.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26565.svs,0
26583.svs,1,,E0097-G14-P0,E0097-G14-I1,abnormal,phenylbutazone,High,0,200,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,97,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26583.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26583.svs,0
26585.svs,0,,E0097-G14-P0,E0097-G14-I2,normal,phenylbutazone,High,0,200,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,97,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26585.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26585.svs,0
26587.svs,1,,E0097-G14-P1,E0097-G14-I3,abnormal,phenylbutazone,High,0,200,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,97,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26587.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26587.svs,0
26589.svs,0,,E0097-G14-P1,E0097-G14-I4,normal,phenylbutazone,High,0,200,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,97,14,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26589.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26589.svs,0
26593.svs,1,,E0097-G15-P0,E0097-G15-I1,abnormal,phenylbutazone,High,0,200,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,97,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26593.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26593.svs,0
26600.svs,0,,E0097-G15-P0,E0097-G15-I5,normal,phenylbutazone,High,0,200,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,97,15,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26600.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylbutazone/Liver/26600.svs,0
4405.svs,0,,E0102-G10-P0,E0102-G10-I1,normal,allyl alcohol,Middle,0,10,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,102,10,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4405.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4405.svs,0
4406.svs,1,,E0102-G10-P0,E0102-G10-I2,abnormal,allyl alcohol,Middle,0,10,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,minimal,"Degeneration, acidophilic, eosinophilic",Periportal,minimal,false,102,10,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4406.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4406.svs,0
4407.svs,1,,E0102-G10-P1,E0102-G10-I3,abnormal,allyl alcohol,Middle,0,10,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,minimal,"Degeneration, acidophilic, eosinophilic",Periportal,minimal,false,102,10,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4407.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4407.svs,0
4408.svs,0,,E0102-G10-P1,E0102-G10-I4,normal,allyl alcohol,Middle,0,10,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,102,10,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4408.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4408.svs,0
70450.svs,0,,E0102-G13-P0,E0102-G13-I1,normal,allyl alcohol,High,0,30,mg/kg,3 hr,3,Single,Gavage,6,0,0,0,,,,,,102,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/70450.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/70450.svs,0
4390.svs,1,,E0102-G13-P0,E0102-G13-I2,abnormal,allyl alcohol,High,0,30,mg/kg,3 hr,3,Single,Gavage,6,2,2,0,minimal,"Degeneration, acidophilic, eosinophilic; Necrosis",Periportal; Periportal,minimal; minimal,false; false,102,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4390.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4390.svs,0
4410.svs,1,,E0102-G14-P0,E0102-G14-I1,abnormal,allyl alcohol,High,0,30,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,minimal,"Degeneration, acidophilic, eosinophilic",Periportal,minimal,false,102,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4410.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4410.svs,0
70452.svs,1,,E0102-G14-P1,E0102-G14-I3,abnormal,allyl alcohol,High,0,30,mg/kg,6 hr,6,Single,Gavage,6,2,2,0,slight,"Degeneration, acidophilic, eosinophilic; Necrosis",Periportal; Periportal,slight; slight,false; false,102,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/70452.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/70452.svs,0
4419.svs,0,,E0102-G14-P0,E0102-G14-I4,normal,allyl alcohol,High,0,30,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,102,14,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4419.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4419.svs,0
4420.svs,0,,E0102-G14-P1,E0102-G14-I5,normal,allyl alcohol,High,0,30,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,102,14,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4420.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4420.svs,0
4437.svs,1,,E0102-G15-P0,E0102-G15-I1,abnormal,allyl alcohol,High,0,30,mg/kg,9 hr,9,Single,Gavage,6,3,2,1,minimal,"Cellular infiltration; Cellular infiltration; Degeneration, acidophilic, eosinophilic",-; Periportal; Periportal,minimal; minimal; minimal,true; false; false,102,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4437.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4437.svs,0
4438.svs,1,,E0102-G15-P1,E0102-G15-I2,abnormal,allyl alcohol,High,0,30,mg/kg,9 hr,9,Single,Gavage,6,1,1,0,minimal,Cellular infiltration,Periportal,minimal,false,102,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4438.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4438.svs,0
4439.svs,0,,E0102-G15-P0,E0102-G15-I3,normal,allyl alcohol,High,0,30,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,102,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4439.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4439.svs,0
4440.svs,0,,E0102-G15-P1,E0102-G15-I4,normal,allyl alcohol,High,0,30,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,102,15,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4440.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4440.svs,0
4457.svs,1,,E0102-G16-P0,E0102-G16-I1,abnormal,allyl alcohol,High,0,30,mg/kg,24 hr,24,Single,Gavage,6,2,1,1,minimal,"Degeneration, acidophilic, eosinophilic; Necrosis",Periportal; -,minimal; minimal,false; true,102,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4457.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4457.svs,0
4458.svs,0,,E0102-G16-P0,E0102-G16-I2,normal,allyl alcohol,High,0,30,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,102,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4458.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4458.svs,0
4459.svs,1,,E0102-G16-P1,E0102-G16-I3,abnormal,allyl alcohol,High,0,30,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,minimal,"Degeneration, acidophilic, eosinophilic",Periportal,minimal,false,102,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4459.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4459.svs,0
4460.svs,0,,E0102-G16-P1,E0102-G16-I4,normal,allyl alcohol,High,0,30,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,102,16,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4460.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/4460.svs,0
25612.svs,0,,E0103-G13-P0,E0103-G13-I1,normal,allyl alcohol,High,0,30,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,103,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25612.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25612.svs,0
25614.svs,1,,E0103-G13-P0,E0103-G13-I2,abnormal,allyl alcohol,High,0,30,mg/kg,4 day,96,Repeat,Gavage,6,4,3,1,minimal,"Cellular infiltration; Degeneration, acidophilic, eosinophilic; Necrosis; Necrosis",Periportal; Periportal; -; Periportal,minimal; minimal; minimal; minimal,false; false; true; false,103,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25614.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25614.svs,0
25617.svs,0,,E0103-G13-P1,E0103-G13-I3,normal,allyl alcohol,High,0,30,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,103,13,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25617.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25617.svs,0
25619.svs,1,,E0103-G13-P1,E0103-G13-I4,abnormal,allyl alcohol,High,0,30,mg/kg,4 day,96,Repeat,Gavage,6,3,3,0,minimal,"Cellular infiltration; Degeneration, acidophilic, eosinophilic; Necrosis",Periportal; Periportal; Periportal,minimal; minimal; minimal,false; false; false,103,13,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25619.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25619.svs,0
25697.svs,1,,E0103-G15-P0,E0103-G15-I1,abnormal,allyl alcohol,High,0,30,mg/kg,15 day,360,Repeat,Gavage,6,6,6,0,slight,"Accumulation, foam cell; Degeneration, acidophilic, eosinophilic; Deposit, pigment; Fibrosis; Necrosis; Proliferation, bile duct",Periportal; Periportal; Periportal; Periportal; Periportal; Periportal,minimal; minimal; minimal; slight; minimal; minimal,false; false; false; false; false; false,103,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25697.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25697.svs,0
25700.svs,0,,E0103-G15-P0,E0103-G15-I2,normal,allyl alcohol,High,0,30,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,103,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25700.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25700.svs,0
25703.svs,1,,E0103-G15-P1,E0103-G15-I3,abnormal,allyl alcohol,High,0,30,mg/kg,15 day,360,Repeat,Gavage,6,7,7,0,slight,"Accumulation, foam cell; Cellular infiltration; Degeneration, acidophilic, eosinophilic; Deposit, pigment; Fibrosis; Necrosis; Proliferation, bile duct",Periportal; Periportal; Periportal; Periportal; Periportal; Periportal; Periportal,minimal; minimal; minimal; minimal; slight; slight; slight,false; false; false; false; false; false; false,103,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25703.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25703.svs,0
25705.svs,0,,E0103-G15-P1,E0103-G15-I4,normal,allyl alcohol,High,0,30,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,103,15,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25705.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25705.svs,0
25757.svs,1,,E0103-G16-P0,E0103-G16-I1,abnormal,allyl alcohol,High,0,30,mg/kg,29 day,696,Repeat,Gavage,6,2,2,0,minimal,"Deposit, pigment; Fibrosis",Periportal; Periportal,minimal; minimal,false; false,103,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25757.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25757.svs,0
25760.svs,0,,E0103-G16-P0,E0103-G16-I2,normal,allyl alcohol,High,0,30,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,103,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25760.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25760.svs,0
25763.svs,0,,E0103-G16-P1,E0103-G16-I3,normal,allyl alcohol,High,0,30,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,103,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25763.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25763.svs,0
25766.svs,1,,E0103-G16-P1,E0103-G16-I4,abnormal,allyl alcohol,High,0,30,mg/kg,29 day,696,Repeat,Gavage,6,2,2,0,minimal,"Deposit, pigment; Fibrosis",Periportal; Periportal,minimal; minimal,false; false,103,16,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25766.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25766.svs,0
27408.svs,1,,E0113-G14-P0,E0113-G14-I1,abnormal,indomethacin,High,0,5,mg/kg,8 day,192,Repeat,Gavage,6,2,2,0,moderate,"Change, basophilic; Inflammation, suppurative",Hepatocyte; Subserosa,moderate; slight,false; false,113,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27408.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27408.svs,0
27410.svs,1,,E0113-G14-P1,E0113-G14-I3,abnormal,indomethacin,High,0,5,mg/kg,8 day,192,Repeat,Gavage,6,2,2,0,moderate,"Change, basophilic; Inflammation, suppurative",Hepatocyte; Subserosa,moderate; slight,false; false,113,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27410.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27410.svs,0
27411.svs,0,,E0113-G14-P0,E0113-G14-I4,normal,indomethacin,High,0,5,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,113,14,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27411.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27411.svs,0
27413.svs,0,,E0113-G14-P1,E0113-G14-I5,normal,indomethacin,High,0,5,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,113,14,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27413.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27413.svs,0
27414.svs,1,,E0113-G15-P0,E0113-G15-I1,abnormal,indomethacin,High,0,5,mg/kg,15 day,360,Repeat,Gavage,6,2,2,0,moderate,"Change, basophilic; Inflammation, suppurative",Hepatocyte; Subserosa,moderate; moderate,false; false,113,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27414.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27414.svs,0
27416.svs,0,,E0113-G15-P0,E0113-G15-I4,normal,indomethacin,High,0,5,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,113,15,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27416.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27416.svs,0
27418.svs,0,,E0113-G16-P0,E0113-G16-I1,normal,indomethacin,High,0,5,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,113,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27418.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27418.svs,0
27419.svs,1,,E0113-G16-P0,E0113-G16-I3,abnormal,indomethacin,High,0,5,mg/kg,15 day,360,Repeat,Gavage,6,3,3,0,moderate,"Change, basophilic; Inflammation, suppurative; Necrosis",Hepatocyte; Subserosa; -,moderate; moderate; slight,false; false; false,113,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27419.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/indomethacin/Liver/27419.svs,0
28713.svs,1,,E0115-G12-P0,E0115-G12-I1,abnormal,chlorpromazine,Middle,0,15,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Lesion,NOS",Hepatocyte,minimal,false,115,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpromazine/Liver/28713.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpromazine/Liver/28713.svs,0
28715.svs,0,,E0115-G12-P0,E0115-G12-I2,normal,chlorpromazine,Middle,0,15,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,115,12,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpromazine/Liver/28715.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpromazine/Liver/28715.svs,0
